,id,type,subtype,price,transactionType,zip,visualisationOption,cuisine_type,constructionYear,condition,heatingType,room_number,atticExists,basementExists,hasSwimmingPool,parking intérieur,parking extérieur,short_id,company_name,mètres carrés,commune
1332,8984265,apartment,apartment,825000,for sale,1180,xl,hyper equipped,2005.0,as new,fueloil,3.0,False,True,False,2.0,0.0,1607451,emile garcin belgique sprl,200,Uccle
1334,8605715,apartment,apartment,1350000,for sale,8300,xl,hyper equipped,1989.0,just renovated,gas,2.0,False,True,False,1.0,2.0,1855110,immo brown,118,Knokke-Heist%20Knokke
1335,8591560,apartment,apartment,1485000,for sale,1050,xl,hyper equipped,1950.0,as new,gas,3.0,False,True,False,0.0,0.0,1731013,orientations,175,Ixelles
1336,8966827,apartment,apartment,1550000,for sale,1050,xl,installed,1992.0,to be done up,gas,4.0,False,True,False,2.0,0.0,1716917,upgrade immo,338,Ixelles
1339,8716352,apartment,apartment,2650000,for sale,8300,xl,installed,1988.0,as new,electric,3.0,False,False,False,0.0,0.0,1759503,liv&#039;immo,186,Knokke-Heist
1342,9030269,apartment,duplex,195000,for sale,7134,xl,installed,2015.0,as new,electric,3.0,False,False,False,0.0,2.0,980800,deca immobilier,110,Epinois
1345,9029322,apartment,apartment,245000,for sale,4460,xl,semi equipped,1850.0,as new,electric,2.0,False,False,False,0.0,2.0,2222,trevi rasquain,230,HORION-HOZ%C3%89MONT
1346,9029634,apartment,apartment,245000,for sale,4537,xl,semi equipped,1850.0,as new,electric,2.0,False,False,False,0.0,2.0,3292073,trevi liege,230,Verlaine
1347,8997836,apartment,apartment,165000,for sale,4040,xl,installed,2020.0,as new,gas,2.0,False,True,False,1.0,2.0,2654558,allen keapler &amp; partners,85,Herstal
1348,8881943,apartment,apartment,186500,for sale,4500,xl,not installed,2020.0,as new,gas,2.0,False,True,False,0.0,1.0,682408,label immo sprl,80,Huy
1349,8881945,apartment,apartment,191500,for sale,4500,xl,not installed,2020.0,as new,gas,2.0,False,True,False,0.0,1.0,682408,label immo sprl,80,Huy
1350,8940355,apartment,apartment,194000,for sale,1435,xl,usa hyper equipped,2022.0,as new,gas,1.0,False,True,False,0.0,1.0,1573,hendrix immobilière,62,Mont-Saint-Guibert
1351,9029112,apartment,penthouse,265000,for sale,1070,xl,hyper equipped,1992.0,good,electric,2.0,False,True,False,0.0,1.0,2446317,bk &amp; partners,100,Anderlecht
1352,8881944,apartment,apartment,202500,for sale,4500,xl,not installed,2020.0,as new,gas,2.0,False,True,False,0.0,1.0,682408,label immo sprl,87,Huy
1353,8881946,apartment,apartment,207500,for sale,4500,xl,not installed,2020.0,as new,gas,2.0,False,True,False,0.0,1.0,682408,label immo sprl,87,Huy
1354,8274615,apartment,apartment,235000,for sale,6600,xl,installed,2018.0,as new,gas,2.0,False,True,False,0.0,0.0,5216,topimmo bastogne - arlon - neufchâteau,103,Bastogne
1355,8550373,apartment,apartment,335000,for sale,1180,xl,usa hyper equipped,2018.0,as new,gas,2.0,False,True,False,0.0,0.0,2161,rainbow properties,112,Uccle
1356,8494385,apartment,apartment,240000,for sale,9880,xl,hyper equipped,2019.0,as new,gas,1.0,False,False,False,0.0,0.0,2118760,landbergh,80,Aalter
1357,8637040,apartment,apartment,250314,for sale,1130,xl,hyper equipped,2019.0,as new,gas,2.0,False,False,False,1.0,0.0,2538985,keystones,98,Haren
1358,8952594,apartment,penthouse,320894,for sale,1082,xl,hyper equipped,2020.0,as new,gas,3.0,False,False,False,1.0,1.0,2916149,orpix,109,Berchem-Sainte-Agathe
1359,8881947,apartment,apartment,270000,for sale,4500,xl,not installed,2020.0,as new,gas,2.0,False,True,False,0.0,0.0,682408,label immo sprl,107,Huy
1360,8786812,apartment,apartment,345000,for sale,8400,xl,hyper equipped,2022.0,as new,gas,2.0,False,False,True,1.0,1.0,2252397,agence dermul,102,Ostende
1361,8786811,apartment,apartment,339000,for sale,8400,xl,hyper equipped,2022.0,as new,gas,2.0,False,False,True,1.0,1.0,2252397,agence dermul,102,Ostende
1362,8742698,apartment,penthouse,385000,for sale,1180,xl,usa hyper equipped,2018.0,as new,gas,2.0,False,True,False,0.0,1.0,2161,rainbow properties,128,Uccle
1363,8993945,apartment,penthouse,445000,for sale,9000,xl,installed,2017.0,as new,gas,3.0,False,False,False,0.0,0.0,2118760,landbergh,112,Gand
1364,8786809,apartment,apartment,395000,for sale,8400,xl,hyper equipped,2022.0,as new,gas,2.0,False,False,True,1.0,1.0,2252397,agence dermul,102,Ostende
1365,8786806,apartment,apartment,475000,for sale,8400,xl,hyper equipped,2022.0,as new,gas,2.0,False,False,True,1.0,1.0,2252397,agence dermul,106,Ostende
1366,8977544,apartment,apartment,520000,for sale,1050,xl,usa hyper equipped,2018.0,as new,gas,3.0,False,True,False,0.0,1.0,2595964,lecobel vaneau vente neuf,116,Ixelles
1367,8645228,apartment,apartment,430000,for sale,9880,xl,hyper equipped,2019.0,as new,gas,2.0,False,False,False,0.0,0.0,2118760,landbergh,132,Aalter
1368,8786808,apartment,apartment,495000,for sale,8400,xl,hyper equipped,2022.0,as new,gas,2.0,False,False,True,1.0,1.0,2252397,agence dermul,106,Ostende
1369,8808552,apartment,apartment,630000,for sale,1050,xl,usa hyper equipped,2018.0,as new,gas,2.0,False,True,False,1.0,1.0,2595964,lecobel vaneau vente neuf,106,Ixelles
1370,8415783,apartment,penthouse,630000,for sale,1160,xl,installed,2018.0,as new,gas,3.0,False,False,False,1.0,0.0,2012158,engel &amp; völkers brussels projects - projets neufs,164,Auderghem
1371,9034786,apartment,apartment,75000,for sale,5030,xl,installed,1970.0,as new,fueloil,1.0,False,True,False,1.0,10.0,3215616,hervé lebrun immobilier,48,Gembloux
1372,9002334,apartment,penthouse,840000,for sale,1200,xl,hyper equipped,2018.0,as new,gas,4.0,False,True,False,0.0,1.0,2595964,lecobel vaneau vente neuf,274,Woluwe-Saint-Lambert
1373,8819188,apartment,apartment,1500000,for sale,1180,xl,usa hyper equipped,2015.0,as new,gas,3.0,False,True,False,0.0,0.0,2161,rainbow properties,220,Uccle
1374,8789102,apartment,apartment,1149000,for sale,8400,xl,hyper equipped,2022.0,as new,gas,2.0,False,False,True,1.0,1.0,2252397,agence dermul,159,Ostende
1375,8590303,apartment,apartment,1550000,for sale,1050,xl,usa hyper equipped,2016.0,as new,gas,3.0,False,True,False,0.0,1.0,2161,rainbow properties,214,Bruxelles
1376,9043382,apartment,apartment,449000,for sale,1000,xl,hyper equipped,2019.0,as new,gas,2.0,False,False,False,0.0,0.0,1510404,era châtelain,100,Bruxelles
1382,9027270,apartment,apartment,338000,for sale,8790,xl,hyper equipped,2018.0,as new,gas,2.0,False,False,False,0.0,0.0,2289068,immo beguin,126,Waregem
1383,9027269,apartment,apartment,338000,for sale,8793,xl,hyper equipped,2018.0,as new,gas,2.0,False,False,False,0.0,0.0,2289068,immo beguin,126,SINT-ELOOIS-VIJVE
1387,9028938,apartment,apartment,289000,for sale,1040,xl,usa installed,1958.0,as new,gas,2.0,False,True,False,0.0,0.0,98054,modifa bruxelles,71,Etterbeek
1388,9043031,apartment,apartment,219000,for sale,1800,xl,installed,1956.0,good,gas,2.0,False,True,False,0.0,0.0,1836871,ring consult,72,Vilvorde
1393,9042565,apartment,apartment,300000,for sale,1745,xl,installed,2008.0,good,gas,2.0,False,False,False,1.0,0.0,2019,structura,125,Opwijk
1406,8909887,apartment,apartment,99900,for sale,6000,xl,semi equipped,1963.0,good,fueloil,2.0,False,True,False,0.0,0.0,1251824,pacimmo,76,Charleroi
1409,9008211,apartment,flat studio,148000,for sale,3001,xl,installed,1974.0,good,fueloil,0.0,False,False,False,0.0,0.0,2108351,trevi leuven,31,Heverlee
1410,8914947,apartment,apartment,160000,for sale,1080,xl,usa semi equipped,2010.0,good,gas,1.0,False,False,False,0.0,1.0,2969481,op - office des propriétaires,59,Molenbeek-Saint-Jean
1411,9024070,apartment,apartment,185000,for sale,1070,xl,installed,1970.0,good,gas,2.0,False,True,False,0.0,0.0,1229100,direct immo,75,Anderlecht
1413,8963251,apartment,apartment,165000,for sale,1080,xl,usa installed,2009.0,as new,gas,1.0,False,False,False,0.0,0.0,2969481,op - office des propriétaires,61,Molenbeek-Saint-Jean
1414,8929566,apartment,flat studio,198000,for sale,8400,xl,installed,1967.0,just renovated,electric,0.0,False,False,False,0.0,0.0,2252397,agence dermul,43,Ostende
1415,8892239,apartment,apartment,195000,for sale,1620,xl,semi equipped,1968.0,good,gas,2.0,False,False,False,1.0,0.0,2041,multimmo bvba,70,Drogenbos
1416,8851307,apartment,apartment,199000,for sale,1080,xl,installed,1974.0,to be done up,gas,2.0,False,False,False,0.0,0.0,3068837,hestia immobilier,86,Molenbeek-Saint-Jean
1419,8773865,apartment,apartment,190000,for sale,6700,xl,installed,1977.0,good,gas,2.0,False,True,False,1.0,0.0,695471,double v immobilière,85,Arlon
1420,8852624,apartment,apartment,220000,for sale,1030,xl,not installed,1933.0,to renovate,gas,1.0,False,False,False,0.0,0.0,2969481,op - office des propriétaires,80,Schaerbeek
1421,8954723,apartment,apartment,199000,for sale,1090,xl,installed,1963.0,to be done up,gas,2.0,False,True,False,0.0,0.0,133418,accenta,95,Jette
1422,8914945,apartment,apartment,220000,for sale,1000,xl,installed,2013.0,as new,gas,1.0,False,False,False,0.0,0.0,2969481,op - office des propriétaires,63,Bruxelles
1424,8844542,apartment,apartment,295000,for sale,1180,xl,usa hyper equipped,2022.0,as new,gas,1.0,False,True,False,0.0,1.0,1364801,victoire (immobilier neuf),72,Uccle
1426,8929567,apartment,apartment,264000,for sale,8400,xl,installed,2011.0,as new,gas,2.0,False,False,False,1.0,0.0,2252397,agence dermul,66,Ostende
1428,9025841,apartment,apartment,350000,for sale,1200,xl,installed,1968.0,to be done up,fueloil,3.0,False,True,False,0.0,0.0,3046939,lamy belgium,110,Woluwe-Saint-Lambert
1429,8950995,apartment,apartment,298000,for sale,1140,xl,installed,1960.0,as new,gas,3.0,False,False,False,1.0,1.0,2392,metropole properties,125,Evere
1431,8949128,apartment,apartment,335000,for sale,1140,xl,installed,1960.0,as new,gas,3.0,False,False,False,1.0,1.0,2392,metropole properties,125,Evere
1432,8927173,apartment,apartment,375000,for sale,8400,xl,hyper equipped,2011.0,as new,gas,2.0,False,False,False,1.0,0.0,2252397,agence dermul,94,Ostende
1434,8932453,apartment,apartment,369000,for sale,1500,xl,installed,2010.0,good,gas,2.0,False,True,False,1.0,0.0,2041,multimmo bvba,120,Halle
1436,8844541,apartment,apartment,385000,for sale,1180,xl,usa hyper equipped,2022.0,as new,gas,2.0,False,True,False,0.0,1.0,1364801,victoire (immobilier neuf),97,Uccle
1437,8132741,apartment,duplex,395000,for sale,4000,xl,installed,1962.0,to be done up,fueloil,5.0,False,True,False,0.0,0.0,999811,engel &amp; völkers liège,280,Li%C3%A8ge
1438,8904277,apartment,penthouse,455000,for sale,1000,xl,hyper equipped,1889.0,good,gas,5.0,False,False,False,0.0,0.0,2969481,op - office des propriétaires,165,Bruxelles
1439,9003553,apartment,apartment,459000,for sale,1540,xl,installed,1988.0,good,gas,3.0,False,True,False,0.0,1.0,2041,multimmo bvba,421,Herne
1441,9002328,apartment,apartment,599000,for sale,1180,xl,usa hyper equipped,2018.0,as new,gas,3.0,False,True,False,1.0,1.0,2595964,lecobel vaneau vente neuf,166,Uccle
1442,8844539,apartment,penthouse,685000,for sale,1180,xl,usa hyper equipped,2022.0,as new,gas,3.0,False,True,False,0.0,1.0,1364801,victoire (immobilier neuf),135,Uccle
1443,7216667,apartment,apartment,470000,for sale,8300,xl,hyper equipped,2010.0,as new,gas,2.0,False,False,True,0.0,0.0,285802,cambier - de nil,86,Knokke-Heist
1445,7970917,apartment,apartment,499000,for sale,8300,xl,hyper equipped,1967.0,as new,electric,2.0,False,True,False,0.0,0.0,3122446,dirk willemyns,77,Knokke-Zoute
1446,8808334,apartment,apartment,470000,for sale,1000,xl,usa hyper equipped,2017.0,as new,gas,3.0,False,False,False,0.0,1.0,1355753,j&amp;j properties,115,Bruxelles
1447,8903130,apartment,apartment,620000,for sale,8400,xl,hyper equipped,2015.0,as new,gas,2.0,False,False,False,1.0,1.0,2252397,agence dermul,122,Ostende
1448,8685662,apartment,apartment,750000,for sale,8434,xl,installed,2019.0,good,gas,4.0,False,True,False,0.0,0.0,782997,era la plage,145,Westende
1449,8347792,apartment,apartment,750000,for sale,8434,xl,installed,2019.0,good,gas,4.0,False,True,False,0.0,0.0,782997,era la plage,145,Westende
1451,8894072,apartment,penthouse,1350000,for sale,1180,xl,usa hyper equipped,2022.0,as new,gas,3.0,False,False,False,0.0,2.0,1364801,victoire (immobilier neuf),179,Uccle
1452,9028417,apartment,flat studio,150000,for sale,9050,xl,installed,1996.0,good,electric,0.0,False,False,False,0.0,0.0,348077,trevi gent,30,GENTBRUGGE
1459,9028324,apartment,apartment,249000,for sale,1050,xl,installed,1941.0,good,electric,1.0,False,False,False,0.0,0.0,2269045,home horizon sprl,60,Ixelles
1463,8394866,apartment,flat studio,220000,for sale,1050,xl,installed,2019.0,as new,gas,0.0,False,False,False,5.0,11.0,1912369,thomas &amp; piron - bâtiment,49,Ixelles
1465,8985316,apartment,apartment,195000,for sale,4420,xl,installed,2020.0,as new,gas,2.0,False,True,False,1.0,1.0,2654558,allen keapler &amp; partners,92,Saint-Nicolas
1466,8950380,apartment,apartment,295000,for sale,1140,xl,usa hyper equipped,2013.0,as new,gas,2.0,False,False,False,150.0,0.0,1817271,skyline renting services,90,Evere
1467,8858588,apartment,apartment,230000,for sale,6600,xl,installed,2018.0,as new,gas,2.0,False,True,False,0.0,1.0,5216,topimmo bastogne - arlon - neufchâteau,102,Bastogne
1468,8960037,apartment,apartment,249000,for sale,4030,xl,hyper equipped,2020.0,as new,gas,2.0,False,False,False,0.0,0.0,558223,cd consult,146,Li%C3%A8ge%20Grivegn%C3%A9e
1470,8960038,apartment,apartment,259000,for sale,4030,xl,hyper equipped,2020.0,as new,gas,2.0,False,False,False,1.0,0.0,558223,cd consult,144,Li%C3%A8ge%20Grivegn%C3%A9e
1472,8984179,apartment,service flat,295000,for sale,8670,xl,usa hyper equipped,2019.0,as new,gas,1.0,False,False,False,1.0,0.0,1361501,immo la terrasse,57,Sint-Idesbald
1473,8808538,apartment,service flat,300000,for sale,8670,xl,usa hyper equipped,2019.0,as new,gas,1.0,False,False,False,0.0,0.0,1361501,immo la terrasse,61,Sint-Idesbald
1482,8848356,apartment,ground floor,369000,for sale,1180,xl,usa hyper equipped,2022.0,as new,gas,2.0,False,True,False,0.0,1.0,1364801,victoire (immobilier neuf),94,Uccle
1484,8917045,apartment,apartment,380000,for sale,4130,xl,hyper equipped,2019.0,as new,gas,2.0,False,False,False,0.0,0.0,558223,cd consult,95,Tilff
1486,8987715,apartment,ground floor,383000,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,2.0,False,True,False,0.0,20.0,2352,latour et petit vente,101,Auderghem
1503,8502041,apartment,apartment,550000,for sale,1180,xl,usa hyper equipped,2019.0,as new,gas,3.0,False,True,True,1.0,0.0,1599,trevi  group,135,Uccle
1507,9017546,apartment,apartment,625000,for sale,1160,xl,usa hyper equipped,2018.0,as new,gas,3.0,False,False,False,1.0,0.0,1599583,engel &amp; vÖlkers pavillon d&#039;ixelles,166,Auderghem
1519,8728198,apartment,ground floor,1350000,for sale,1180,xl,usa hyper equipped,2015.0,as new,gas,3.0,False,True,False,1.0,1.0,2595964,lecobel vaneau vente neuf,228,Uccle
1525,9030571,apartment,ground floor,1350000,for sale,1180,xl,hyper equipped,2017.0,as new,gas,3.0,False,True,False,1.0,1.0,1364801,victoire (immobilier neuf),228,Uccle
1527,9039086,apartment,penthouse,595000,for sale,1180,xl,installed,1969.0,to renovate,gas,2.0,False,True,False,2.0,0.0,2352,latour et petit vente,160,Uccle
1529,9039209,apartment,apartment,670000,for sale,1180,xl,hyper equipped,1991.0,as new,gas,5.0,False,True,False,0.0,0.0,2974521,capitalis,233,Uccle
1532,8817821,apartment,flat studio,87500,for sale,1080,xl,semi equipped,1965.0,good,gas,1.0,False,False,False,0.0,0.0,2305,abita agence immobilière scrl,42,Molenbeek-Saint-Jean
1534,8767244,apartment,apartment,115000,for sale,8370,xl,installed,1977.0,good,electric,1.0,False,True,False,0.0,0.0,2759428,immo marina,40,Blankenberge
1535,8876418,apartment,apartment,115000,for sale,8434,xl,hyper equipped,1957.0,good,gas,1.0,False,False,False,0.0,0.0,782997,era la plage,50,Westende
1537,9022273,apartment,apartment,95000,for sale,4000,xl,not installed,1973.0,good,fueloil,1.0,False,False,False,0.0,0.0,3292073,trevi liege,52,Li%C3%A8ge
1539,9015463,apartment,apartment,120000,for sale,8580,xl,semi equipped,1987.0,good,fueloil,2.0,False,True,False,1.0,0.0,2289068,immo beguin,90,Avelgem
1543,8848565,apartment,apartment,138000,for sale,6032,xl,installed,1966.0,good,fueloil,2.0,False,True,False,1.0,1.0,2556750,l&#039;objectif immobilier,85,Mont-sur-Marchienne
1544,8990484,apartment,duplex,139000,for sale,4480,xl,usa semi equipped,2003.0,as new,electric,1.0,False,False,False,0.0,1.0,682408,label immo sprl,60,Engis
1545,9000493,apartment,apartment,136000,for sale,6890,xl,installed,2014.0,good,electric,2.0,False,False,False,0.0,1.0,3199919,easyhome immobilier,76,Ochamps
1547,8215482,apartment,apartment,140000,for sale,8670,xl,installed,1960.0,good,electric,2.0,False,True,False,0.0,0.0,84140,agence notredame,75,Koksijde
1550,8811504,apartment,apartment,154000,for sale,8434,xl,hyper equipped,1977.0,good,electric,1.0,False,True,False,0.0,0.0,782997,era la plage,42,Westende
1551,8888214,apartment,apartment,149000,for sale,8400,xl,installed,1990.0,good,electric,1.0,False,False,False,0.0,0.0,2252397,agence dermul,37,Ostende
1552,8849155,apartment,apartment,157500,for sale,2830,xl,semi equipped,1961.0,good,gas,2.0,False,False,False,0.0,0.0,2062,walbers immo willebroek,2,Willebroek
1554,8849154,apartment,apartment,157500,for sale,2830,xl,semi equipped,1961.0,good,gas,2.0,False,False,False,0.0,0.0,2062,walbers immo willebroek,2,Willebroek
1556,8990482,apartment,apartment,159000,for sale,4053,xl,installed,1918.0,good,gas,2.0,False,False,False,0.0,1.0,682408,label immo sprl,70,Chaudfontaine%20Embourg
1558,8731272,apartment,apartment,159000,for sale,9470,xl,semi equipped,1932.0,as new,electric,2.0,False,True,False,0.0,0.0,2959381,immo-expert &amp; co,74,Denderleeuw
1561,9006941,apartment,apartment,164500,for sale,4500,xl,installed,1999.0,good,gas,1.0,False,True,False,1.0,2.0,682408,label immo sprl,75,Huy
1562,8648513,apartment,apartment,174000,for sale,8370,xl,installed,1968.0,good,gas,2.0,False,False,False,0.0,0.0,2759428,immo marina,68,Blankenberge
1569,8790418,apartment,apartment,180000,for sale,8400,xl,installed,2007.0,good,gas,1.0,False,False,False,0.0,0.0,2252397,agence dermul,63,Ostende
1570,8817286,apartment,ground floor,179000,for sale,8400,xl,installed,2002.0,as new,electric,2.0,False,False,False,0.0,0.0,501124,dewaele vastgoed &amp; advies oostende,80,Ostende
1571,8951784,apartment,apartment,180000,for sale,8520,xl,installed,1977.0,good,gas,2.0,False,False,False,1.0,0.0,2289068,immo beguin,92,Kuurne
1573,8944963,apartment,apartment,185000,for sale,7170,xl,installed,1950.0,as new,gas,3.0,False,False,False,0.0,0.0,3229424,delfimmo,110,Bois-d'Haine
1576,9018130,apartment,apartment,185000,for sale,6600,xl,installed,1874.0,as new,fueloil,2.0,False,False,False,0.0,2.0,5216,topimmo bastogne - arlon - neufchâteau,84,Bastogne
1578,8868318,apartment,apartment,190000,for sale,1081,xl,installed,1972.0,to be done up,gas,2.0,False,True,False,1.0,0.0,3520201,the bridge,85,Koekelberg
1582,8958100,apartment,apartment,195000,for sale,4000,xl,installed,2001.0,as new,gas,2.0,False,False,False,1.0,0.0,3245637,welcome at home,93,Rocourt
